Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2003 [YR2003],2006 [YR2006],2009 [YR2009],2012 [YR2012],2015 [YR2015],2018 [YR2018]
Russian Federation,RUS,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,11.8311634063721
Rwanda,RWA,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,4.07757425308228
Samoa,WSM,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,7.01764249801636
San Marino,SMR,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Sao Tome and Principe,STP,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Saudi Arabia,SAU,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,8.56523418426514
Senegal,SEN,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,5.12693309783935
Serbia,SRB,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,11.2858743667603
Seychelles,SYC,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Sierra Leone,SLE,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,4.66241502761841
Singapore,SGP,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,13.0060482025147
Sint Maarten (Dutch part),SXM,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Slovak Republic,SVK,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,10.1739387512207
Slovenia,SVN,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,11.8064918518066
Solomon Islands,SLB,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,5.27785968780518
Somalia,SOM,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
South Africa,ZAF,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,5.80576181411743
South Sudan,SSD,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Spain,ESP,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,10.7497282028198
Sri Lanka,LKA,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,8.14675998687744
St. Lucia,LCA,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,8.56311988830566
St. Martin (French part),MAF,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,8.1140022277832
Sudan,SDN,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,4.32574987411499
Suriname,SUR,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Sweden,SWE,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,11.8151588439941
Switzerland,CHE,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,11.0957632064819
Syrian Arab Republic,SYR,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Tajikistan,TJK,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,7.48287439346313
Tanzania,TZA,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,4.61734533309937
Thailand,THA,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,8.98126316070557
Timor-Leste,TLS,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,6.57290410995483
Togo,TGO,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,5.59247493743896
Tonga,TON,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,7.3278112411499
Trinidad and Tobago,TTO,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Tunisia,TUN,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,6.77009439468384
Turkey,TUR,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,8.88948535919189
Turkmenistan,TKM,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Tuvalu,TUV,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,6.06742858886719
Uganda,UGA,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Ukraine,UKR,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,10.1601781845093
United Arab Emirates,ARE,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,9.77793025970459
United Kingdom,GBR,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,11.4901657104492
United States,USA,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,10.8333539962769
Uruguay,URY,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,8.87076854705811
Uzbekistan,UZB,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Vanuatu,VUT,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,5.5253734588623
"Venezuela, RB",VEN,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Vietnam,VNM,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,11.0107984542847
Virgin Islands (U.S.),VIR,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
West Bank and Gaza,PSE,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,8.35953617095947
"Yemen, Rep.",YEM,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,3.81997203826904
Zambia,ZMB,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Zimbabwe,ZWE,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Africa Eastern and Southern,AFE,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Africa Western and Central,AFW,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Arab World,ARB,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Caribbean small states,CSS,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Central Europe and the Baltics,CEB,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
East Asia & Pacific (IDA & IBRD),TEA,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Euro area,EMU,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Europe & Central Asia,ECS,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Europe & Central Asia (excluding high income),ECA,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Europe & Central Asia (IDA & IBRD),TEC,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
European Union,EUU,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Fragile and conflict affected situations,FCS,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Heavily indebted poor countries (HIPC),HPC,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
High income,HIC,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
IBRD only,IBD,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
IDA & IBRD total,IBT,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
IDA blend,IDB,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
IDA only,IDX,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
IDA total,IDA,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Late-demographic dividend,LTE,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Latin America & Caribbean,LCN,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Latin America & Caribbean (excluding high income),LAC,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Latin America & Caribbean (IDA & IBRD),TLA,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Least developed countries: UN classification,LDC,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Low & middle income,LMY,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Low income,LIC,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Lower middle income,LMC,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Middle East & North Africa,MEA,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Middle East & North Africa (IDA & IBRD),TMN,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Middle income,MIC,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
North America,NAC,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
OECD members,OED,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Other small states,OSS,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Pacific island small states,PSS,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Post-demographic dividend,PST,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Pre-demographic dividend,PRE,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Small states,SST,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
South Asia,SAS,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
South Asia (IDA & IBRD),TSA,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Sub-Saharan Africa,SSF,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Sub-Saharan Africa (excluding high income),SSA,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Sub-Saharan Africa (IDA & IBRD),TSS,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Upper middle income,UMC,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
World,WLD,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,..,..,..,..,..,..,..
Afghanistan,AFG,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,5.46374702453613
Albania,ALB,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,8.34502792358398
Algeria,DZA,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,6.69645929336548
American Samoa,ASM,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Andorra,AND,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Angola,AGO,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,4.83345651626587
Antigua and Barbuda,ATG,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,7.87092733383179
Argentina,ARG,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,8.68136882781982
Armenia,ARM,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,7.8404016494751
Aruba,ABW,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Australia,AUS,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,11.3038673400879
Austria,AUT,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,11.2629594802856
Azerbaijan,AZE,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,9.22323322296143
"Bahamas, The",BHS,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Bahrain,BHR,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,9.07497787475586
Bangladesh,BGD,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,5.7743124961853
Barbados,BRB,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Belarus,BLR,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Belgium,BEL,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,11.2443714141846
Belize,BLZ,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Benin,BEN,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,5.88792276382446
Bermuda,BMU,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Bhutan,BTN,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Bolivia,BOL,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,8.6040735244751
Botswana,BWA,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,4.70308113098145
Brazil,BRA,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
British Virgin Islands,VGB,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Brunei Darussalam,BRN,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Bulgaria,BGR,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,9.69442081451416
Burkina Faso,BFA,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,4.41545295715332
Burundi,BDI,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,5.122971534729
Cabo Verde,CPV,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Cambodia,KHM,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Cameroon,CMR,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,5.485267162323
Canada,CAN,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,11.7459392547607
Cayman Islands,CYM,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Central African Republic,CAF,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Chad,TCD,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,3.40603470802307
Channel Islands,CHI,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Chile,CHL,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,9.6746711730957
China,CHN,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,9.10990333557129
Colombia,COL,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,8.45673370361328
Comoros,COM,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,5.12625169754028
"Congo, Dem. Rep.",COD,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,4.73288059234619
"Congo, Rep.",COG,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,5.18525171279907
Costa Rica,CRI,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,8.46972370147705
Cote d'Ivoire,CIV,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,4.88156604766846
Croatia,HRV,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,10.709508895874
Cuba,CUB,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Curacao,CUW,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Cyprus,CYP,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,10.9283847808838
Czech Republic,CZE,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,11.2799825668335
Denmark,DNK,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,11.2796087265015
Djibouti,DJI,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Dominica,DMA,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,7.89644527435303
Dominican Republic,DOM,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,6.45455980300903
Ecuador,ECU,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,8.60152721405029
"Egypt, Arab Rep.",EGY,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,6.24020719528198
El Salvador,SLV,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,7.587721824646
Equatorial Guinea,GNQ,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Eritrea,ERI,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Estonia,EST,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,11.5890035629272
Eswatini,SWZ,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Ethiopia,ETH,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,4.69781637191772
Faroe Islands,FRO,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Fiji,FJI,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Finland,FIN,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,11.8299837112427
France,FRA,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,11.1042518615723
French Polynesia,PYF,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Gabon,GAB,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,5.80859851837158
"Gambia, The",GMB,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,4.81980133056641
Georgia,GEO,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,8.85399532318115
Germany,DEU,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,11.2443723678589
Ghana,GHA,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,5.81801652908325
Gibraltar,GIB,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Greece,GRC,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,9.91701126098633
Greenland,GRL,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Grenada,GRD,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,7.23785305023193
Guam,GUM,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Guatemala,GTM,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,6.1844916343689
Guinea,GIN,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,5.26708126068115
Guinea-Bissau,GNB,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Guyana,GUY,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,6.54274749755859
Haiti,HTI,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,6.04396867752075
Honduras,HND,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,6.00419998168945
"Hong Kong SAR, China",HKG,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,11.7782726287842
Hungary,HUN,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,10.6581735610962
Iceland,ISL,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,10.4719944000244
India,IND,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,6.87292814254761
Indonesia,IDN,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,7.77980661392212
"Iran, Islamic Rep.",IRN,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,7.98024606704712
Iraq,IRQ,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,3.80146670341492
Ireland,IRL,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,11.9479398727417
Isle of Man,IMN,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Israel,ISR,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,10.917501449585
Italy,ITA,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,10.8895130157471
Jamaica,JAM,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,6.74864053726196
Japan,JPN,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Jordan,JOR,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,7.08382940292358
Kazakhstan,KAZ,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,11.591875076294
Kenya,KEN,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Kiribati,KIR,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,6.3203501701355
"Korea, Dem. People's Rep.",PRK,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
"Korea, Rep.",KOR,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,12.1857709884644
Kosovo,XKX,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,7.76534032821655
Kuwait,KWT,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,6.99153184890747
Kyrgyz Republic,KGZ,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,8.49523830413818
Lao PDR,LAO,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,6.2682318687439
Latvia,LVA,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,11.2848720550537
Lebanon,LBN,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Lesotho,LSO,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Liberia,LBR,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,2.22594594955444
Libya,LBY,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Liechtenstein,LIE,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Lithuania,LTU,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,11.1778373718262
Luxembourg,LUX,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,9.88611888885498
"Macao SAR, China",MAC,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,10.8259086608887
Madagascar,MDG,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,4.58331394195557
Malawi,MWI,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Malaysia,MYS,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,9.0842456817627
Maldives,MDV,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
